Sample	# Sequence ID	Num	Score	Expected	Template_length	Query_Coverage	Template_Coverage	Depth	tot_query_Coverage	tot_template_Coverage	tot_depth	q_value	p_value	Accession Number	Description	TAXID	Taxonomy	TAXID Species	Species
Q0003_BC00310	GCF_000009005.1	7270	15715	289	119214	    1.18	    1.30	    0.13	   79.23	   79.00	    8.87	14868.87	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
Q0003_BC00310	GCF_900636695.1	12639	26403	291	123209	    1.98	    2.03	    0.21	   83.74	   81.64	    9.07	25541.46	1.0e-26	NZ_LR134305.1	Staphylococcus aureus strain NCTC1803 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00310	GCF_018093065.1	17498	73639	279	120090	    5.52	    5.70	    0.61	   82.34	   81.03	    9.15	72805.55	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00310	GCF_003030085.1	23581	1124930	39	121114	   84.27	   82.37	    9.29	   84.27	   82.37	    9.29	1124810.63	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00104	GCF_900636695.1	12639	86848	2281	123209	    0.74	    1.01	    0.70	   66.85	   81.92	   63.81	80236.27	1.0e-26	NZ_LR134305.1	Staphylococcus aureus strain NCTC1803 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00104	GCF_016917335.1	21310	141255	2288	122569	    1.20	    1.36	    1.15	   60.64	   72.10	   58.19	134536.58	1.0e-26	NZ_CP070306.1	Staphylococcus sp. SM9054 chromosome, complete genome	2807624	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; unclassified Staphylococcus; Staphylococcus sp. SM9054	2807624	Staphylococcus sp. SM9054
Q0003_BC00104	GCF_018093065.1	17498	259794	2231	120090	    2.21	    3.08	    2.16	   65.88	   81.39	   64.52	253176.54	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00104	GCF_900324365.1	7889	671736	2183	123849	    5.71	    4.40	    5.42	   60.00	   69.05	   56.98	665212.72	1.0e-26	NZ_LT992474.1	Staphylococcus aureus isolate 19_LA_388 genome assembly, chromosome: I	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00104	GCF_003030085.1	23581	7902063	491	121114	   67.19	   82.55	   65.24	   67.19	   82.55	   65.24	7900589.27	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00105	GCF_013307005.1	3154	14880	6	1979	    0.38	   21.04	    7.52	    0.39	   21.25	    7.66	14859.45	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00105	GCF_002803885.1	20199	3674946	31	119895	   94.91	   98.76	   30.65	   94.91	   98.76	   30.65	3674851.82	1.0e-26	NZ_CP024998.1	Staphylococcus aureus strain 55-99-44 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00410-2	GCF_013307005.1	3154	46998	15	1979	    0.48	    1.91	   23.75	    1.67	    8.50	   82.77	46950.22	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00410-2	GCF_013836525.1	4980	101510	2054	125591	    1.03	    1.23	    0.81	   69.12	   79.76	   54.14	95510.82	1.0e-26	NZ_CP058615.1	Staphylococcus aureus strain 110900 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00410-2	GCF_013363895.1	3150	226711	1973	120719	    2.30	    2.23	    1.88	   68.31	   81.48	   55.66	220859.17	1.0e-26	NZ_CP054876.1	Staphylococcus aureus subsp. aureus strain Dresden-275757 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00410-2	GCF_020389445.1	20502	657822	1839	118386	    6.69	    4.49	    5.56	   61.29	   69.53	   50.93	652324.64	1.0e-26	NZ_CP077924.1	Staphylococcus aureus strain 200 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00410-2	GCF_900474755.1	23310	6892033	458	122530	   70.07	   82.06	   56.25	   70.07	   82.06	   56.25	6890657.86	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC0026	GCF_906464895.1	1229	23822	1	71	    0.20	   40.30	  335.52	    0.20	   40.30	  335.52	23817.74	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_MC0026	GCF_013307005.1	3154	27530	19	1979	    0.24	    6.16	   13.91	    0.45	   12.54	   26.62	27470.21	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC0026	GCF_003031425.1	7750	120663	2548	123935	    1.04	    1.07	    0.97	   64.61	   69.42	   60.77	113229.70	1.0e-26	NZ_CP020467.1	Staphylococcus aureus strain CFSAN007896 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC0026	GCF_003186105.1	10079	10362018	165	121645	   88.90	   97.89	   85.18	   88.90	   97.89	   85.18	10361522.07	1.0e-26	NZ_CP029629.1	Staphylococcus aureus strain MOK063 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00108	GCF_013307005.1	3154	20594	15	1979	    0.22	    2.23	   10.41	    1.18	   15.41	   55.49	20547.83	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00108	GCF_003186125.1	14482	94571	1957	122698	    1.02	    1.54	    0.77	   71.44	   91.71	   54.07	88857.16	1.0e-26	NZ_CP029627.1	Staphylococcus aureus strain MOK042 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00108	GCF_906464895.1	1229	151856	1	71	    1.64	   55.22	 2138.82	    1.71	   56.72	 2235.75	151852.76	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_BC00108	GCF_015767495.1	23433	193186	1940	122865	    2.08	    1.14	    1.57	   56.14	   68.63	   42.43	187441.65	1.0e-26	NZ_CP065194.1	Staphylococcus aureus strain GDC6P096P chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00108	GCF_900474755.1	23310	7156687	323	122530	   77.07	   95.73	   58.41	   77.07	   95.73	   58.41	7155715.47	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00505	GCF_003955945.1	5620	93242	2082	123830	    0.95	    1.37	    0.75	   59.00	   81.81	   46.54	87176.22	1.0e-26	NZ_CP034102.1	Staphylococcus aureus strain O267 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00505	GCF_000009005.1	7270	143651	2008	119214	    1.47	    1.99	    1.20	   56.39	   79.46	   46.20	137735.57	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
R0051_TC00505	GCF_001307235.1	20133	324852	2024	123447	    3.33	    1.62	    2.63	   57.08	   67.41	   45.16	318827.24	1.0e-26	NZ_CP012756.1	Staphylococcus aureus subsp. aureus strain JS395, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00505	GCF_003030085.1	23581	1018638	1839	121114	   10.43	   15.02	    8.41	   58.79	   83.05	   47.41	1013133.97	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00505	GCF_003354945.1	9431	6656761	564	126513	   68.15	   72.21	   52.62	   68.15	   72.21	   52.62	6655067.29	1.0e-26	NZ_CP022908.1	Staphylococcus aureus strain 545 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00110	GCF_906464895.1	1229	266703	3	71	    0.90	   58.21	 3756.38	    0.96	   59.70	 4029.42	266692.43	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_BC00110	GCF_003186125.1	14482	271869	6339	122698	    0.91	    1.37	    2.22	   76.24	   91.81	  184.85	253428.28	1.0e-26	NZ_CP029627.1	Staphylococcus aureus strain MOK042 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00110	GCF_015767495.1	23433	495239	6306	122865	    1.66	    1.18	    4.03	   60.07	   68.99	  145.46	476636.29	1.0e-26	NZ_CP065194.1	Staphylococcus aureus strain GDC6P096P chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00110	GCF_013836525.1	4980	705265	6314	125591	    2.37	    1.07	    5.62	   72.23	   82.02	  171.10	686544.91	1.0e-26	NZ_CP058615.1	Staphylococcus aureus strain 110900 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00110	GCF_900635285.1	1127	24208372	802	122530	   81.37	   95.76	  197.57	   81.37	   95.76	  197.57	24205963.90	1.0e-26	NZ_LR134087.1	Staphylococcus aureus strain NCTC7121 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_TH0405	GCF_013394305.1	24422	2933	521	113236	    0.12	    1.69	    0.03	    0.25	    1.79	    0.06	 1684.23	1.0e-26	NZ_AP019810.1	Enterococcus mundtii strain 15-1A	53346	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus mundtii	53346	Enterococcus mundtii
R0047_TH0405	GCF_013307005.1	3154	10335	4	1979	    0.41	   22.32	    5.22	    0.41	   22.42	    5.28	10321.74	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_TH0405	GCF_900004855.1	8116	2275163	42	120348	   89.29	   98.83	   18.90	   89.29	   98.83	   18.90	2275036.45	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00211	GCF_003186125.1	14482	129664	3158	122698	    0.86	    1.35	    1.06	   71.17	   91.40	   87.76	120489.11	1.0e-26	NZ_CP029627.1	Staphylococcus aureus strain MOK042 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00211	GCF_015732455.1	4293	430155	3043	120952	    2.84	    1.32	    3.56	   70.46	   85.21	   88.13	421111.41	1.0e-26	NZ_CP061349.1	Staphylococcus aureus strain MSSA01 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00211	GCF_900635285.1	1127	12027280	406	122530	   79.50	   95.27	   98.16	   79.50	   95.27	   98.16	12026060.93	1.0e-26	NZ_LR134087.1	Staphylococcus aureus strain NCTC7121 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00523	GCF_020389025.1	5360	434	106	2274	    0.00	    1.08	    0.19	    0.58	   46.11	   77.99	  197.85	1.0e-26	NZ_CP077918.1	Staphylococcus aureus strain 278 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00523	GCF_013307005.1	3154	89327	54	1979	    0.29	   12.11	   45.14	    0.51	   21.89	   78.98	89164.70	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00523	GCF_018075265.1	10363	1592539	6612	123697	    5.24	    1.42	   12.87	   56.35	   65.48	  138.37	1572810.26	1.0e-26	NZ_CP073012.1	Staphylococcus aureus strain SA14+ chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00523	GCF_900004855.1	8116	22865655	1637	120348	   75.28	   98.81	  190.00	   75.28	   98.81	  190.00	22860742.26	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST013-B	GCF_020389025.1	5360	271	10	2274	    0.01	    2.48	    0.12	    0.65	   53.94	    8.81	  240.11	1.0e-26	NZ_CP077918.1	Staphylococcus aureus strain 278 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST013-B	GCF_013307005.1	3154	532	5	1979	    0.02	    9.35	    0.27	    0.02	    9.35	    0.27	  515.68	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST013-B	GCF_001018845.2	13502	2961496	22	124602	   95.98	   97.95	   23.77	   95.98	   97.95	   23.77	2961429.35	1.0e-26	NZ_CP026067.1	Staphylococcus aureus strain NRS153 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00303	GCF_906464895.1	1229	9	1	71	    0.00	    7.46	    0.13	    0.00	    7.46	    0.13	    4.57	3.3e-02	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_BC00303	GCF_900324265.1	23138	707057	3383	125369	    4.40	    1.12	    5.64	   58.16	   63.78	   74.57	696970.64	1.0e-26	NZ_LT992460.1	Staphylococcus aureus isolate 9_LA_281 genome assembly, chromosome: I	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00303	GCF_900004855.1	8116	12968322	471	120348	   80.68	   98.79	  107.76	   80.68	   98.79	  107.76	12966908.32	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00416	GCF_013307005.1	3154	21188	34	1979	    0.11	    5.84	   10.71	    0.24	   12.22	   24.79	21083.66	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00416	GCF_013836525.1	4980	316052	4452	125591	    1.57	    1.33	    2.52	   79.60	   82.15	  127.84	302941.54	1.0e-26	NZ_CP058615.1	Staphylococcus aureus strain 110900 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00416	GCF_003186105.1	10079	18230699	253	121645	   90.38	   96.89	  149.87	   90.38	   96.89	  149.87	18229937.86	1.0e-26	NZ_CP029629.1	Staphylococcus aureus strain MOK063 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00201	GCF_900474535.1	22933	152186	4767	117718	    0.64	    1.02	    1.29	   65.88	   80.60	  132.65	138462.35	1.0e-26	NZ_LS483300.1	Staphylococcus aureus strain NCTC7485 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00201	GCF_018093065.1	17498	260701	4867	120090	    1.10	    1.44	    2.17	   68.26	   81.35	  134.72	246455.97	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00201	GCF_004772175.1	6764	566031	4832	121300	    2.39	    3.06	    4.67	   69.20	   81.67	  135.21	551697.41	1.0e-26	NZ_CP038268.1	Staphylococcus aureus strain O55 isolate B118 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00201	GCF_009728755.1	9859	2215244	4535	125302	    9.35	    4.86	   17.68	   66.13	   70.19	  125.08	2201673.20	1.0e-26	NZ_CP033112.1	Staphylococcus aureus strain ST20130944 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00201	GCF_003030085.1	23581	16546672	1159	121114	   69.81	   82.74	  136.62	   69.81	   82.74	  136.62	16543192.53	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00107	GCF_016917335.1	21310	166186	4615	122569	    0.76	    1.20	    1.36	   68.50	   72.67	  122.64	152837.31	1.0e-26	NZ_CP070306.1	Staphylococcus sp. SM9054 chromosome, complete genome	2807624	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; unclassified Staphylococcus; Staphylococcus sp. SM9054	2807624	Staphylococcus sp. SM9054
Q0003_BC00107	GCF_900636695.1	12639	249610	4558	123209	    1.14	    1.52	    2.03	   76.46	   82.15	  136.20	236260.29	1.0e-26	NZ_LR134305.1	Staphylococcus aureus strain NCTC1803 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00107	GCF_900324365.1	7889	531376	4569	123849	    2.42	    1.93	    4.29	   67.27	   69.49	  119.20	517822.63	1.0e-26	NZ_LT992474.1	Staphylococcus aureus isolate 19_LA_388 genome assembly, chromosome: I	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00107	GCF_018093065.1	17498	1078180	4347	120090	    4.91	    5.99	    8.98	   75.33	   81.58	  137.67	1065206.84	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00107	GCF_003030085.1	23581	16855848	754	121114	   76.81	   82.78	  139.17	   76.81	   82.78	  139.17	16853583.66	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_HK2002	GCF_013307005.1	3154	15984	7	1979	    0.37	    7.01	    8.08	    0.91	   15.62	   19.69	15961.83	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_HK2002	GCF_900637155.1	24320	158330	934	127513	    3.68	    1.74	    1.24	   64.72	   71.70	   21.82	155549.01	1.0e-26	NZ_LR134351.1	Staphylococcus aureus strain NCTC13811 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_HK2002	GCF_900635245.1	23054	3563162	127	123335	   82.90	   97.13	   28.89	   82.90	   97.13	   28.89	3562778.35	1.0e-26	NZ_LR134086.1	Staphylococcus aureus strain NCTC13142 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00111	GCF_003186105.1	10079	18469338	37	121645	   98.09	   97.10	  151.83	   98.09	   97.10	  151.83	18469225.08	1.0e-26	NZ_CP029629.1	Staphylococcus aureus strain MOK063 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
